Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,OoD Test Fold,bias,k,tpr,tnr,ba
CCT,Entropy,val_optimal,True,True,OoD Val,OoD Val,Unbiased,0,0.0,1.0,0.5
CCT,Entropy,val_optimal,True,True,OoD Val,OoD Val,Class,0,0.0,0.9736842105263158,0.4868421052631579
CCT,Entropy,val_optimal,True,True,OoD Val,OoD Val,Synthetic,0,0.12244897959183673,0.9603174603174603,0.5413832199546486
CCT,Entropy,val_optimal,True,True,OoD Val,OoD Val,Temporal,0,0.0,1.0,0.5
CCT,Entropy,val_optimal,True,True,OoD Val,OoD Test,Unbiased,0,0.0,1.0,0.5
CCT,Entropy,val_optimal,True,True,OoD Val,OoD Test,Class,0,0.0,0.9714285714285714,0.4857142857142857
CCT,Entropy,val_optimal,True,True,OoD Val,OoD Test,Synthetic,0,0.10909090909090909,0.9650537634408602,0.5370723362658847
CCT,Entropy,val_optimal,True,True,OoD Val,OoD Test,Temporal,0,0.0,1.0,0.5
CCT,Entropy,val_optimal,True,True,OoD Test,OoD Val,Unbiased,0,0.0,1.0,0.5
CCT,Entropy,val_optimal,True,True,OoD Test,OoD Val,Class,0,0.0,0.9736842105263158,0.4868421052631579
CCT,Entropy,val_optimal,True,True,OoD Test,OoD Val,Synthetic,0,0.12244897959183673,0.9603174603174603,0.5413832199546486
CCT,Entropy,val_optimal,True,True,OoD Test,OoD Val,Temporal,0,0.0,1.0,0.5
CCT,Entropy,val_optimal,True,True,OoD Test,OoD Test,Unbiased,0,0.0,1.0,0.5
CCT,Entropy,val_optimal,True,True,OoD Test,OoD Test,Class,0,0.0,0.9714285714285714,0.4857142857142857
CCT,Entropy,val_optimal,True,True,OoD Test,OoD Test,Synthetic,0,0.10909090909090909,0.9650537634408602,0.5370723362658847
CCT,Entropy,val_optimal,True,True,OoD Test,OoD Test,Temporal,0,0.0,1.0,0.5
CCT,Entropy,ind_span,True,True,OoD Val,OoD Val,Unbiased,0,0.0,1.0,0.5
CCT,Entropy,ind_span,True,True,OoD Val,OoD Val,Class,0,0.0,0.9736842105263158,0.4868421052631579
CCT,Entropy,ind_span,True,True,OoD Val,OoD Val,Synthetic,0,0.12244897959183673,0.9603174603174603,0.5413832199546486
CCT,Entropy,ind_span,True,True,OoD Val,OoD Val,Temporal,0,0.0,1.0,0.5
CCT,Entropy,ind_span,True,True,OoD Val,OoD Test,Unbiased,0,0.0,1.0,0.5
CCT,Entropy,ind_span,True,True,OoD Val,OoD Test,Class,0,0.0,0.9714285714285714,0.4857142857142857
CCT,Entropy,ind_span,True,True,OoD Val,OoD Test,Synthetic,0,0.10909090909090909,0.9650537634408602,0.5370723362658847
CCT,Entropy,ind_span,True,True,OoD Val,OoD Test,Temporal,0,0.0,1.0,0.5
CCT,Entropy,ind_span,True,True,OoD Test,OoD Val,Unbiased,0,0.0,1.0,0.5
